ceref,name_en,website,email,telephone,address,fetched_at_utc,fetch_status
BDL438,Trilogy Partners Limited,,ben@trilogypart.com,,"Unit 501, Sun House, 181 Des Voeux Road Central, Sheung Wan, Hong Kong",2026-06-16T04:40:35.538967+00:00,ok
BDM193,NF Trinity Capital (Hong Kong) Limited,,,,,2026-06-16T04:02:09.869964+00:00,ok
BDM530,QUAD Capital Management Limited,,,,,2026-06-16T04:17:11.821953+00:00,ok
BDM671,BOCGI Commercial Realty Management Limited,,,,,2026-06-16T02:44:35.639879+00:00,ok
BDM672,Morgan Stanley Bank Asia Limited,,,,,2026-06-16T03:57:03.459530+00:00,ok
BDM809,ROC Partners (HK) Limited,rocp.com,info@rocp.com,,"Suite 2810, One Chinachem Central, 22 Des Voeux Road, Central, Hong Kong",2026-06-16T04:20:06.992574+00:00,ok
BDN026,European Capital Partners (Hong Kong) Limited,,,,,2026-06-16T03:10:21.711033+00:00,ok
BDN240,LST Capital Partners Limited,,,,,2026-06-16T03:49:39.338303+00:00,ok
BDO001,RaffAello Asset Management (HK) Limited,,,,,2026-06-16T04:20:08.939576+00:00,ok
BDO590,Yinhua International Capital Management Limited,www.yhfund.com.cn,cuiyj@yhfund.com.cn,,"8/F, 238 Des Voeux Road Central, Sheung Wan, Hong Kong",2026-06-16T04:55:13.864697+00:00,ok
BDO966,Guard Capital Management Limited,,,,,2026-06-16T03:22:32.347987+00:00,ok
BDO995,Nan Guo International Asset Management Limited,,,,,2026-06-16T04:02:13.809220+00:00,ok
BDP054,QL Asset Management Company Limited,www.qlamco.com,robertcho@qlamco.com,,"Suite 9, 3/F, Great Eagle Centre, 23 Harbour Road, Wan Chai, N/A, Hong Kong",2026-06-16T04:17:13.799808+00:00,ok
BDP238,Oneday Asset Management Limited,,,,,2026-06-16T04:05:58.502210+00:00,ok
BDP590,Strategic Vision Investment Limited,,,,,2026-06-16T04:30:00.282960+00:00,ok
BDP643,BOSC International Company Limited,,,,,2026-06-16T02:44:37.619647+00:00,ok
BDQ377,Fighton Capital Limited,,ninawu@fighton.com.hk,,"Unit 3806, Level 38, Infinitus Plaza, 199 Des Voeux Road Central, Sheung Wan, Hong Kong",2026-06-16T03:16:03.808745+00:00,ok
BDQ794,"Hua Xia Bank Co., Limited",,,,,2026-06-16T02:09:47.223990+00:00,ok
BDR227,Prior Asset Management Limited,,priorassetmanagement@gmail.com,,"Room 515, 5th Floor, KT336, 336 Kwun Tong Road, Kwun Tong, Kowloon, Hong Kong, Hong Kong",2026-06-16T04:13:02.328786+00:00,ok
BDR381,Realord Asia Pacific Asset Management Limited,,info@realordapsec.com.hk,,"Suite 2402, 24/F, Jardine House, 1 Connaught Place, Central, Hong Kong",2026-06-16T04:20:10.866165+00:00,ok
BDR488,HZ CAPITAL LIMITED,,,,,2026-06-16T03:31:10.510533+00:00,ok
BDR515,DES Asset Management Limited,,,,,2026-06-16T03:04:54.924516+00:00,ok
BDR584,Cloudview Capital Investment Management Limited,,,,,2026-06-16T02:56:56.284283+00:00,ok
BDR766,Niatross Investments Limited,www.niatrossinvestments.com,julian@niatrossinvestments.com,,"15/F, Winsome House, 73 Wyndham Street, Central, Hong Kong",2026-06-16T04:02:15.995760+00:00,ok
BDR769,Goldhorse Capital Management (HK) Limited,www.goldhorse.com.hk,compliance@goldhorse.com.hk,,"Room 4312, 43/F, COSCO Tower, 183 Queen's Road Central, Hong Kong, Hong Kong",2026-06-16T03:22:34.442895+00:00,ok
BDT055,TX Capital (HK) Limited,,ivantsai@txcapital.com.hk,,"Suite 1503, 15/F, The Center, 99 Queen's Road Central, Central, Hong Kong, Hong Kong",2026-06-16T04:40:37.648190+00:00,ok
BDU208,Chomolungma Asset Management Limited,www.chomolungma.com.hk,company@chomolungma.com.hk,,"11/F, The Hong Kong Club Building, 3A Chater Road, Central, Hong Kong",2026-06-16T02:56:58.503197+00:00,ok
BDU335,Pinxin (Hong Kong) Asset Management Co. Limited,,,,,2026-06-16T04:13:04.287604+00:00,ok
BDV713,"Boyu Capital Investment Management Co., Limited",,wwang@boyucap.com,,"Suite 1102, 11/F, West Tower, Cheung Kong Center II, 10 Harcourt Road, Central, Hong Kong, Hong Kong",2026-06-16T02:44:39.598385+00:00,ok
BDV743,P.B. Global Asset Management Limited,,office@thepbg.com,,"Room 1601A, 16/F, Park Commercial Centre, 180 Tung Lo Wan Road, Causeway Bay, Hong Kong, Hong Kong",2026-06-16T04:13:06.201362+00:00,ok
BDW170,Anchor Equity Partners (Asia) Limited,www.anchorpe.com,sean.choi@anchorpe.com,,"L15, 28 Hennessy Road, Wanchai, Hong Kong",2026-06-16T02:33:42.915087+00:00,ok
BDW177,BlueCrest Capital Management (Hong Kong) Limited,,,,,2026-06-16T02:44:41.587262+00:00,ok
BDW308,OIA Asia Limited,,,,,2026-06-16T04:06:00.511049+00:00,ok
BDW665,Sprout Asset Management (Asia) Limited,https://sprout-asset.com/,finance@sprout-asset.com,,"6F, 6/F, Yardley Commercial Building, 3 Connaught Road West, Hong Kong",2026-06-16T04:30:02.251817+00:00,ok
BDW782,Seazen Resources Asset Management Limited,www.seazenhk.com,compliance@seazenhk.com,,"Suites 1006-8, 10/F, ICBC Tower,, 3 Garden Road, Hong Kong, Hong Kong",2026-06-16T04:30:04.278594+00:00,ok
BDW926,Pickers Capital Management Limited,www.pickerscapital.com,info@pickerscapital.com,,"Suites 801-802, 8/F, South Tower, World Finance Centre, Harbour City, Tsim Sha Tsui, Kowloon, Hong Kong",2026-06-23T01:48:52.880268+00:00,ok
BDX766,Mu Investment Management (Asia) Limited,,,,,2026-06-16T03:57:05.607568+00:00,ok
BDY276,Smart Empire Asset Management Limited,,info@smartempire.hk,,"38/F, One Kowloon, 1 Wang Yuen Street, Kowloon Bay, Hong Kong",2026-06-16T04:30:06.255047+00:00,ok
BDZ193,Ceres Asset Management Limited,,info@ceresam.com,,"Unit 1575, Level 15, The Lee Garden Two, 28 Yun Ping Road, Causeway Bay, Hong Kong",2026-06-16T02:57:00.591028+00:00,ok
BDZ923,Alliance Asset Management Limited,www.alliancecapital.com.hk,aminfo@alliancecapital.com.hk,,"Unit 03 7/F, Worldwide House, 19 Des Voeux Road Central, Hong Kong",2026-06-16T02:33:45.055193+00:00,ok
BEA084,FIG HK (Hong Kong) Limited,,,,,2026-06-16T03:16:05.925381+00:00,ok
BEA129,China Sunrise Asset Management Limited,,info.fcam@cfcg.com.hk,,"Room 1510 YF Life Centre, 38 Gloucester Road, Wanchai, Hong Kong",2026-06-16T02:57:02.679660+00:00,ok
BEA932,Strait Capital Management (HK) Limited,www.straitcap.com,admin@straitcap.com,,"Unit 4205, Tower 1, Lippo Centre, No. 89 Queensway, Hong Kong",2026-06-16T04:30:08.219765+00:00,ok
BEB569,Amber Hill Capital Limited,,,,,2026-06-16T02:33:47.185131+00:00,ok
BEC133,"Oriental Harbor (Hong Kong) Investment Management Co., Limited",www.ohim.com.hk,jessicalee@ohim.com.hk,,"Suite 5808, 58/F, Two International Finance Centre, 8 Finance Street, Central, Hong Kong, Hong Kong",2026-06-16T04:06:03.692126+00:00,ok
BEC300,SM Investment Advisors Limited,,compliance@darkhorse-cap.com,,"Unit 1503, Office 9, Level 15, Admiralty Center Tower 1, 18 Harcourt Road, Admiralty, Hong Kong, Hong Kong",2026-06-16T04:30:10.187531+00:00,ok
BEC311,Star Magnolia Capital (Hong Kong) Limited,,,,,2026-06-16T04:30:12.156649+00:00,ok
BEC578,Ever-Long Capital Management Limited,www.everlong.com,elcml@everlong.com,,"Rooms 301-303, 3/F, 12 Taikoo Wan Road, Taikoo Shing, Quarry Bay, Hong Kong",2026-06-16T03:10:23.841983+00:00,ok
BEC748,Sprint Asset Management Limited,,admin@sprintassetmanagement.com,,"Unit 32-103, 32/F, Hysan Place, 500 Hennessy Road, Causeway Bay, Hong Kong",2026-06-16T04:30:14.155814+00:00,ok
BEC992,Kingstone International Advisors Limited,,info@kingstoneadvisors.com,,"Room 703, 7/F, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon, Hong Kong",2026-06-16T03:46:22.438275+00:00,ok
BED002,Honghu Capital Management Limited,,tangww@honghucapital.com,,"Unit 905 9th Floor Printing House, 6 Duddell Street, Central, Hong Kong",2026-06-16T03:31:12.500063+00:00,ok
BED953,MizMaa Ventures Limited,,brali@mizmaa.com,,"Office 81, 24/F, Lee Garden One, 33 Hysan Avenue,, Causeway Bay, Hong Kong, Hong Kong",2026-06-16T03:57:07.756558+00:00,ok
BEE591,YG Capital Management Limited,,,,,2026-06-16T04:55:16.028768+00:00,ok
BEF106,Fusion Wealth Management Limited,,johnyen@fusionwml.com,,"Room 21E, Tak Lee Commercial Building, 113-117 Wanchai Road, Wanchai, Hong Kong",2026-06-16T03:16:08.023625+00:00,ok
BEF684,Setia Partners Limited,,alex@setiapartners.com,,"PO1109, 11th Floor, V Point, 18 Tang Lung Street, Causeway Bay, Hong Kong",2026-06-16T04:30:16.440285+00:00,ok
BEG063,Bengal Asset Management Limited,,,,,2026-06-16T02:44:43.573266+00:00,ok
BEH708,Neo Risk Investment Advisors Limited,www.neoriskinvestment.com,haroldkim@neoriskinvestment.com,,"Unit 9, 10th floor, W50, 50 Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",2026-06-16T04:02:18.345996+00:00,ok
BEH811,GROW Asset Management (HK) Limited,,william.ma@growim.com,,"Suit 2109 Level 21, New World Tower 1, 16-18 Queen's Road Central, Central, Hong Kong",2026-06-16T03:22:36.548956+00:00,ok
BEI259,"Eversafe Asset Management Co., Limited",,general@eversafehk.com,,"Room 6301, 11/F, Capital Centre, 151 Gloucester Road, Wanchai, Hong Kong, Hong Kong",2026-06-16T03:10:26.029971+00:00,ok
BEI438,Iridium Capital Limited,www.iridiumcap.com,compliance@iridiumcap.com,,"Room 308, 3/F, Hundsun International Center, 44 Heung Yip Road, Wong Chuk Hang, Hong Kong",2026-06-16T03:38:47.679502+00:00,ok
BEJ193,Zhongrong International Capital Management Limited,,,,,2026-06-16T02:08:36.496463+00:00,ok
BEJ381,Asia Cornerstone Asset Management Company Limited,,,,,2026-06-16T02:33:49.346800+00:00,ok
BEJ396,Tandem Investors Limited,,,,,2026-06-16T04:40:39.622906+00:00,ok
BEJ924,CTI Capital Hong Kong Limited,www.citictrust.com.hk/en/index.php,office@citictrust.com.hk,,"Suites 3606-3610, Level 36, Two Pacific Place, 88 Queensway, Admiralty, Hong Kong",2026-06-16T02:57:04.775737+00:00,ok
BEK761,Elpis Capital Limited,,,,,2026-06-16T03:10:28.203380+00:00,ok
BEL377,Hutchin Hill Capital HK Limited,,,,,2026-06-16T03:31:14.466915+00:00,ok
BEL384,Lloyd George Management (HK) Limited,,,,,2026-06-16T03:49:41.478888+00:00,ok
BEL556,Cachet Asset Management Limited,www.cachet-group.com,compliance@cachet-group.com,,"Room 2802, 28/F, China Resources Building, 26 Harbour Road, Wanchai, Hong Kong, Hong Kong",2026-06-16T02:57:06.896551+00:00,ok
BEL572,Guotai Global Investments Limited,,GuotaiGlobal@hk.gtfund.com,,"8/F, 28 Hennessy Road, Wanchai, Hong Kong",2026-06-16T03:22:38.677877+00:00,ok
BEL573,Smart Grandly Asset Management Limited,www.grandlyifg.com,compliance@grandlyifg.com,,"RM 1403, 14/F, Yue Xiu Building, 160-174 Lockhart Road, Wan Chai, Hong Kong",2026-06-16T04:30:18.422810+00:00,ok
BEL626,Forthright Capital Management Limited,www.forthright-cap.com,info@forthright-cap.com,,"20/F, Golden Centre, 188 Des Voeux Road Central, Sheung Wan, Hong Kong",2026-06-16T03:16:10.141781+00:00,ok
BEM048,Global Value Chain Investment Corporation Limited,www.gvcinvestment.com,ru.zhang@gvcinvestment.com,,"Room 3, Unit 405-414, Level 4, Cyberport 3, 100 Cyberport Road, Hong Kong",2026-06-16T03:22:40.782261+00:00,ok
BEM325,Kelusa Asia Focus Research Limited,,,,,2026-06-16T03:46:24.419768+00:00,ok
BEM529,Huajun Capital Limited,,,,,2026-06-16T03:31:16.478006+00:00,ok
BEM702,Zentific Investment Management Limited,www.zentific-im.com,info@zentific-im.com,,"Level 17, One Hysan, No 1 Hysan Avenue, Causeway Bay, Hong Kong",2026-06-16T04:57:19.616215+00:00,ok
BEN083,D&R International Capital Management (Hong Kong) Limited,,,,,2026-06-16T03:04:57.255960+00:00,ok
BEN179,Brianna Capital (Asia) Limited,www.briannacapital.com,dhwang@briannacapital.com,,"Unit 2404, 24/F, Strand 50, 50 Bonham Strand, Sheung Wan, Hong Kong",2026-06-16T02:44:45.578749+00:00,ok
BEN195,PICC Asset Management (Hong Kong) Company Limited,,LegalCompliance@piccam.hk,,"Suite 1007-1009 Citic Tower, 1 Tim Mei Avenue, Central, Hong Kong",2026-06-16T04:13:10.074059+00:00,ok
BEN407,Shanxi Securities International Asset Management Limited,www.ssif.com.hk,compliance@ssif.com.hk,,"Unit A 29/F Admiralty Center Tower 1, 18 Harcourt Road, Admiralty, Hong Kong",2026-06-16T04:30:20.402405+00:00,ok
BEN846,Joyful Capital HK Limited,,info@jfcapital.com.hk,,"Unit 611-1, 6/F., Silvercord Tower 2, No. 30 Canton Road, Tsim Sha Tsui, Kowloon, Hong Kong",2026-06-16T03:41:59.335865+00:00,ok
BEN880,Boman Capital (Hong Kong) Limited,,kent.lee@boman.group,,"Room B13, 29/F United Centre, 95 Queensway, Admiralty, Hong Kong, Hong Kong",2026-06-16T02:44:47.557844+00:00,ok
BEO339,Silver Grant International Capital Management Limited,,,,,2026-06-16T04:30:22.405121+00:00,ok
BEO637,OIL Assets International Limited,,,,,2026-06-16T04:06:05.697690+00:00,ok
BEO645,Sinostone Capital Management Company Limited,,du.qing@sinostone.hk,,"Unit 8206, International Commerce Centre, 1 Austin Road West, Kowloon, Hong Kong",2026-06-16T04:30:24.477865+00:00,ok
BEP126,Comprador Limited,www.compradorltd.com,steains@compradorltd.com,,"26/F, 33 Des Voeux Road Central, Central, Hong Kong",2026-06-16T02:57:09.074875+00:00,ok
BEQ584,First Shanghai Investment Management (HK) Limited,www.mystockhk.com,ryeung@firstshanghai.com.hk,,"19/F Wing On House, 71 Des Voeux Road Central, Hong Kong",2026-06-16T03:16:12.251833+00:00,ok
BEQ590,Acion Partners Limited,www.acionpartners.com,albert.lee@acionpartners.com,,"Units 716-717, Level 7, Cyberport 1, 100 Cyberport Road, Hong Kong",2026-06-16T02:33:51.543926+00:00,ok
BER807,Elezeno Capital Limited,,,,,2026-06-16T03:10:30.320419+00:00,ok
BES440,Solaris Capital Advisors (HK) Limited,,jwsun@solaris-advisors.com,,"18F, No 92, Wellington Street, Central, Hong Kong",2026-06-16T04:30:26.475657+00:00,ok
BES441,China Point Asset Management Limited,,,,,2026-06-16T02:57:11.287127+00:00,ok
BET625,CloudAlpha Capital Management Limited,,py@cloudalphacap.com,,"Units 2101-3, 21/F Agricultural Bank of China Tower, 50 Connaught Road Central, Central, Hong Kong",2026-06-16T02:57:13.386604+00:00,ok
BET675,Persistent Asset Partners Limited,,compliance@persistentasset.com,,"Suite 1901, Two Exchange Square, 8 Connaught Place, Central, Hong Kong",2026-06-16T04:13:12.020812+00:00,ok
BET681,Deepwater Capital Limited,,,,,2026-06-16T03:04:59.595217+00:00,ok
BEU982,Himalaya Asset Management Limited,,,,,2026-06-16T03:31:18.452326+00:00,ok
BEV003,Rosefinch Global Asset Management (HK) Limited,,,,,2026-06-16T04:20:12.819222+00:00,ok
BEV163,All View Management Limited,,alma.yang@allviewcapital.com,,"Unit 8641B, 86/F, International Commerce Centre, 1 Austin Road West, Kowloon, Hong Kong",2026-06-16T02:33:53.655979+00:00,ok
BEV685,Carlyle Global Credit (Asia) Limited,,,,,2026-06-16T02:57:15.521767+00:00,ok
BEV937,Gulf Line Capital Advisors Limited,,info@glcapital.hk,,"Unit 1002, 10th Floor, 1 Duddell Street, Central, Hong Kong",2026-06-16T03:22:42.910790+00:00,ok
BEW231,Money Concepts Asset Management Limited,www.moneyconcepts.com.hk,moneyconceptsasia@gmail.com,,"Office B on 15/F, Wayson Commercial House 68-70 Lockhart Road, Wanchai, Hong Kong",2026-06-16T03:57:10.101995+00:00,ok
BEW554,Advantage Partners (H.K.) Limited,,,,,2026-06-16T02:33:55.822324+00:00,ok
BEW803,"FountainCap Research & Investment (Hong Kong) Co., Limited",www.fountaincapri.com,compliance@fountaincapri.com,,"Unit 2401-02, China Resources Building, 26 Harbour Road, Wanchai, Hong Kong",2026-06-16T03:16:14.565279+00:00,ok
BEW823,High Nine Asset Management Limited,,,,,2026-06-16T03:31:20.762890+00:00,ok
BEX660,"China CIFCO Securities Co., Limited",www.cifcohk.com,help3@cifcohk.com,,"Room 2903  29/F Sino Plaza, 255-257 Gloucester Road, Causeway Bay, Hong Kong",2026-06-16T02:57:17.649297+00:00,ok
BEY053,Alphalex Capital Management (HK) Limited,,info@alphalexcapital.com,,"Unit 2116, 21/F New World Tower I, 16-18 Queens Road Central, Central, Hong Kong",2026-06-16T02:33:57.927368+00:00,ok
BEY906,Alpine River Capital Management (HK) Limited,,,,,2026-06-16T02:34:00.051263+00:00,ok
BEY954,AK Partners HK Limited,www.akpart.com,aw@akpart.com,,"Room 1101, 11/F Car Po Commercial Building, 18-20 Lyndhurst Terrace, Central, Hong Kong",2026-06-16T02:34:02.192449+00:00,ok
BEZ281,ViewFinder Capital Management Company Limited,,,,,2026-06-16T04:47:00.662170+00:00,ok
BEZ515,Wealth Oasis Asset Management Company Limited,,,,,2026-06-16T04:50:52.679763+00:00,ok
BEZ625,Oaklands Path Capital Management Limited,www.oaklandspath.com,adminhk@oaklandspath.com,,"7F, Low Block, Grand Millennium Plaza, 181 Queen's Road Central, Central, Hong Kong",2026-06-16T04:06:07.747130+00:00,ok
BEZ809,China Re Asset Management (Hong Kong) Company Limited,,hkcompliance@cramc.hk,,"Suites 4102-4105, 41/F, Two International Finance Centre, No.8 Finance Street, Central, Hong Kong",2026-06-16T02:57:19.786840+00:00,ok
BEZ811,HOBA Global Investors (HK) Limited,,,,,2026-06-16T03:31:22.727050+00:00,ok
BFA221,Ablelink Capital Limited,,,,,2026-06-16T02:34:04.325533+00:00,ok
BFC246,GaoTeng Global Asset Management Limited,www.gaotengasset.com,info@gaotengasset.com,,"Unit 2105-07, 21/F Man Yee Building, 68 Des Voeux Road Central, Central, Hong Kong",2026-06-16T03:22:45.012231+00:00,ok
BFD030,Hao Advisors Management Limited,,info@haoqcapital.com,,"Suite 3001-3, Two Exchange Square, 8 Connaught Place, Central, Hong Kong, Hong Kong",2026-06-16T03:31:24.760866+00:00,ok
BFD147,Tongfang Securities Limited,,,,,2026-06-16T04:40:41.637976+00:00,ok
BFD156,Kaisa Asset Management Limited,,compliance@kaisagroup.com,,"30/F, The Center, 99 Queen's Road Central, Central, Hong Kong",2026-06-16T03:46:26.408505+00:00,ok
BFD387,AP Capital Management (Hong Kong) Limited,www.apcapitalinvestment.com,compliance@apcapitalinvestment.com,,"1133 Central Building, 1-3 Pedder Street, Central, Hong Kong",2026-06-16T02:34:06.454931+00:00,ok
BFD600,Platform Asset Management Limited,,,,,2026-06-16T04:13:13.957798+00:00,ok
BFD751,DOUBLE S CAPITAL LIMITED,,,,,2026-06-16T03:05:01.712120+00:00,ok
BFD808,"Hedgestone Capital Group (H.K.) Co., Limited",www.hedgestone-capital.com,dennis.ni@hedgestone-capital.com,,"1501, OfficePlus @Sheung Wan, 93-103 Wing Lok Street, Sheung Wan, Hong Kong",2026-06-16T03:31:26.855570+00:00,ok
BFE162,CASH Algo Finance Group Limited,www.cashalgo.com,info@cashalgo.com,,"Unit 518 12W, 12 Science Park West Avenue, Shatin, New Territories, Hong Kong",2026-06-16T02:09:06.561910+00:00,ok
BFE182,Prunus Capital Management Limited,,,,,2026-06-16T04:13:15.958952+00:00,ok
BFE329,Racing Capital Management (HK) Limited,,,,,2026-06-16T04:20:14.782583+00:00,ok
BFE584,Ayres Capital Management Asia Limited,,,,,2026-06-16T02:34:08.770439+00:00,ok
BFE642,Oxbow Capital Management (HK) Limited,www.oxbcap.com,vtourani@oxbcap.com,,"Unit 1602, Prosperity Tower, 39 Queen's Road Central, Central, Hong Kong",2026-06-16T04:06:09.966146+00:00,ok
BFE699,Allianz Global Investors Asia Pacific Limited,https://hk.allianzgi.com,hk.compliance@allianzgi.com,,"32/F, Two Pacific Place, 88 Queensway, Admiralty, Hong Kong",2026-06-16T02:09:28.762013+00:00,ok
BFE902,CLC Asset Management Limited,www.clchk.com,compliance@clchk.com,,"Unit 513A, Level 5, Cyberport 3, 100 Cyberport Road, Hong Kong, Hong Kong",2026-06-16T02:57:22.089615+00:00,ok
BFF209,Hexa Asset Management Limited,,,,,2026-06-16T03:31:28.950430+00:00,ok
BFG846,Orchid Tree Capital Management Limited,,operation@orchidtreecapital.com,,"Unit 602, 6/F, Lower Block, Grand Millennium Plaza, 181 Queen's Road Central, Hong Kong",2026-06-16T04:06:12.005716+00:00,ok
BFH453,East Eagle Asset Management Holdings Limited,www.easteagle-am.com,operation@easteagle-am.com,,"Unit 3509, 35/F, West Tower, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan, Hong Kong, Hong Kong",2026-06-16T03:10:32.461047+00:00,ok
BFH969,Wei Capital Management Limited,www.weicapital.com,ir@weicapital.com,,"Unit A, 5/F, Shun Ho Tower, 24-30 Ice House Street, Central, Hong Kong",2026-06-16T04:50:54.640522+00:00,ok
BFI201,Ion Pacific Limited,ionpacific.com,compliance@ionpacific.com,,"1508, Eastern Harbour Centre, 28 Hoi Chak Street, Quarry Bay, Hong Kong",2026-06-16T03:38:49.797412+00:00,ok
BFI469,Eastfort Asset Management Private Limited,www.eastfortam.com,edmundng@eastfortam.com,,"Suite 3201 ICBC Tower 3, Garden Road, Central, Hong Kong",2026-06-16T03:10:34.563142+00:00,ok
BFJ113,Still Water Capital Management Limited,www.btlfund.com.hk,info@btlfund.com.hk,,"Suite 907, 9/F, Chinachem Golden Plaza, 77 Mody Road,, Tsim Sha Tsui, Hong Kong",2026-06-16T02:07:39.641456+00:00,ok
BFJ340,"Yaozhi Asset Management International Co., Limited",www.yzami.com,info@yzami.com,,"Room 47-109, Lee Garden One, 33 Hysan Avenue, Causeway Bay, Hong Kong",2026-06-16T04:55:18.171394+00:00,ok
BFJ775,EFM Asset Management Limited,www.efmaml.com,jeff.emmanuel@efmaml.com,,"Level 19, LL Tower, 2 Shelley St, Hong Kong",2026-06-16T03:10:36.743448+00:00,ok
BFJ987,DL Family Office (HK) Limited,https://www.dl-holdings.com/en/our-services-dlfo,ops@dl-family.com,,"22 Floor, DL Tower, 92 Wellington Street, Central, Hong Kong, Hong Kong",2026-06-16T03:05:03.836569+00:00,ok
BFK380,GL Advisors Hong Kong Limited,www.avenuecapital.com,aschinder@avenuecapital.com,,"Units 4323-4325, 43rd Floor, Champion Tower, No. 3 Garden Road, Central, Hong Kong",2026-06-16T03:22:47.139366+00:00,ok
BFK520,D'Asie Asset Management Limited,,operation@daisybiz.com.hk,,"Room 1022B, 10/F McDonald Building, No. 46 Yee Wo Street, Causeway Bay, Hong Kong",2026-06-16T03:05:05.927764+00:00,ok
BFK567,Goldman Sachs Asset Management (Hong Kong) Limited,www.goldmansachs.com,hklicensing@gs.com,,"68/F, Cheung Kong Center, 2 Queen's Road Central, Central, Hong Kong",2026-06-16T03:22:49.457537+00:00,ok
BFK773,Alpha Beta Capital Limited,,,,,2026-06-16T02:34:10.929735+00:00,ok
BFL137,Wilshire Hong Kong Limited,,,,,2026-06-16T04:50:56.614673+00:00,ok
BFL327,BOB International Asset Management Company Limited,,compliance@bobintl.com,,"Unit 3301 & 3313, 33/F The Center, 99 Queen's Road Central, Hong Kong",2026-06-16T02:44:49.533514+00:00,ok
BFN327,Holborn Limited,www.holbornassets.com,Greg.Miller@holbornassets.com,,"Unit 1706, 17/F, Tower 2, Lippo Centre, 89 Queensway, Admiralty, Hong Kong",2026-06-16T03:31:31.075065+00:00,ok
BFN572,"CG Partners Asset Management Co., Limited",,cgpartners@cgpam.com,,"Unit 3303B1, 33/F The Centrium, 60 Wyndham Street, Central, Hong Kong",2026-06-16T02:57:24.473675+00:00,ok
BFO328,"Datang Financial Holding Co., Limited",www.datangfin.com.hk,jackson@datangfin.com.hk,,"Room 404E, 4/F., Tower A, Hung Hom Commercial Centre, 39 Ma Tau Wai Road, Hung Hom, Hong Kong, Hong Kong",2026-06-16T03:05:08.038134+00:00,ok
BFO448,CSI Partners HK Limited,,,,,2026-06-16T02:57:26.611654+00:00,ok
BFO680,Minerva Asset Global Investment Capital Limited,www.minervasec.hk,ps.compliance@minervasec.hk,,"Unit 1804C, 18/F Far East Finance Centre, 16 Harcourt Road, Hong Kong",2026-06-16T03:57:12.202539+00:00,ok
BFQ989,Substance Capital (HK) Limited,,,,,2026-06-16T04:30:28.479934+00:00,ok
BFR037,DSG Asset Management (HK) Company Limited,,,,,2026-06-16T03:05:10.158838+00:00,ok
BFR054,Passage Investment Management Limited,,beryl.lee@passageim.com,,"Suite 2203, 303 Hennessy Road,, Wan Chai, Hong Kong, Hong Kong",2026-06-16T04:13:18.098387+00:00,ok
BFR426,Bain Capital Public Equity (Asia) Limited,,,,,2026-06-16T02:44:51.502337+00:00,ok
BFR756,Chongyang International Asset Management Limited,,elena@chongyang.com.hk,,"705A, ICBC Tower, 3 Garden Road, Central, Hong Kong",2026-06-16T02:57:28.723714+00:00,ok
BFS013,Harvest Global Capital Investments Limited,,HGCILnc@harvestai.cn,,"Suites 3301-02, 33/F, One Exchange Square, 8 Connaught Place, Central, Hong Kong, Hong Kong",2026-06-16T03:31:33.232708+00:00,ok
BFS310,Gladius Investment Group Asia Limited,,compliance.asia@gladiusgroup.com,,"Unit 558, 5/F, Lee Garden Three, 1 Sunning Road, Causeway Bay, Hong Kong",2026-06-16T03:22:51.780275+00:00,ok
BFS547,Tenbagger Investment Management (Hong Kong) Limited,,linda.lin@tbamchk.com,,"Room 8626, 86/F, International Commerce Centre, 1 Austin Road West, Kowloon, Hong Kong",2026-06-16T04:40:43.724699+00:00,ok
BFS652,Prime Harvest Capital Limited,www.primeharvestcapital.com,terry.law@primeharvestcapital.com,,"Rm 1119, 11/F, No. 8 Observatory Road, Tsim Sha Tsui, Hong Kong",2026-06-16T04:13:20.105046+00:00,ok
BFS838,China Metamorphosis Investment Limited,,,,,2026-06-16T02:57:30.859739+00:00,ok
BFT108,Nine Rivers Capital Partners Limited,,,,,2026-06-16T04:02:20.635067+00:00,ok
BFT176,BC Global Asset Management Limited,,compliance@bccapital.com,,"Rooms 1202-07, 12/F of Nan Fung Tower, 88 Connaught Road Central, Hong Kong",2026-06-16T02:44:53.464285+00:00,ok
BFT267,DC Wealth Management (HK) Limited,,compliance@dcwealth.com,,"Room 1210 -12, Nan Fung Tower, 88 Connaught Road, Central, Hong Kong",2026-06-16T02:08:58.635292+00:00,ok
BFT408,Carnegie Hill Capital Partners Limited,www.carnegiehillcp.com,compliance@carnegiehillcp.com,,"Unit 6, 13th Floor, Beautiful Group Tower, 74-77 Connaught Road Central, Hong Kong, Hong Kong",2026-06-16T02:57:32.974261+00:00,ok
BFT890,Austin Pacific Asset Management Limited,,bin.wang@auspacglobal.com,,"Unit 2606, 26/F, W50, 50 Wong Chuk Hang Road, Hong Kong",2026-06-16T02:34:13.085444+00:00,ok
BFU196,Avenue Asset Management Limited,http://www.avenue.limited,account@avenue.limited,,"Suite 8C, 8/F, New World Tower II, 16- 18 Queen's Road Central, Central, Hong Kong",2026-06-16T02:34:15.329279+00:00,ok
BFU728,Modus Asset Management Limited,www.modusasset.com.hk,info@modusasset.com.hk,,"26/F, Two Chinachem Central, No. 26 Des Voeux Road,, Central, Hong Kong",2026-06-16T03:57:14.272385+00:00,ok
